State,District,"(Counties, if a District)",Population/Census 2014,Percent Pop AA,Percent Pop Hispanic,Obama Share by Vote (2012),Title,Name,First Year in office,Last Election Year,Percent Vote Last Election,Party Affiliation,Race,Gender,status of reelection,Republican candidates,Rep Race,Rep Gender ,Democratic candidates,Dem Race,Dem Gender,NP Candidate,NP Race,NP Gender,Category,Next Election,Past election result,,Special notes
CA,Lake,,64184,2.1,19.1,56.3,District Attorney,Don Anderson,2011,2014,59.1,NP,C,M,,,,,,,,,,,,2018,http://publicapps.lakecountyca.gov/elections/results/result26.htm#c4103,,
CA,Lassen,,31749,8.8,18.5,28.6,District Attorney,Stacey Montgomery,2014,2014,57.7,NP,C,F,,,,,,,,,,,,2018,http://www.lassencounty.org/govt/dept/county_clerk/registrar/documents/GEMSSOVCREPORT_June2014.pdf,,
CA,Los Angeles,,10116705,9.2,48.4,69.7,District Attorney,Jackie Lacey,2012,2012,55.1,NP,AA,F,running,none,,,none,,,,,,E,2016,http://rrcc.co.la.ca.us/elect/12110012/rr0012pg.html-ssi,,https://www.dailykos.com/story/2015/12/03/1456531/-L-A-declines-to-prosecute-CHP-officer-for-assault-caught-on-video
CA,Madera,,154548,4.3,56.1,40.2,District Attorney,David Linn,2015,2014,58.5,NP,C,M,,,,,,,,,,,,2018,http://www.sierrastar.com/2014/11/05/70793/varney-and-linn-win-big.html,,
CA,Marin,,252409,2.9,16,74.3,District Attorney,Edward Berberian,2005,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.marincounty.org/depts/rv/election-info/past-elections/page-data/tabs-collection/2014/june/results,,
CA,Mariposa,,17682,1.1,10.3,38.9,District Attorney,Thomas Cooke,,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.mariposacounty.org/index.aspx?NID=132,,
CA,Mendocino,,87869,1,24.1,66.2,District Attorney,David Eyster,2010,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.co.mendocino.ca.us/acr/pastElections.htm,,
CA,Merced,,266353,4.2,57.5,53.2,District Attorney,Larry Morse,2006,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.co.merced.ca.us/index.aspx?NID=2067,,
CA,Modoc,,9023,1.2,14.8,27.9,District Attorney,Jordan Funk,2013,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.heraldandnews.com/news/election-results-roll-in-around-northern-california/article_54d9c7f6-e87c-11e3-b9cc-001a4bcf887a.html,,
CA,Mono,,13997,0.8,27.9,52.8,District Attorney,Tim Kendall,2012,2014,U,NP,C,M,,,,,,,,,,,,2018,appointed in 2012,,
CA,Monterey,,431344,3.5,57.4,67.1,District Attorney,Dean Flippo,,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.thecalifornian.com/story/news/2014/06/03/election-results/9942987/,,
CA,Napa,,141667,2.4,33.7,63,District Attorney,Gary Lieberstein,1998,2014,67.5,NP,C,M,,,,,,,,,,,,2018,http://www.countyofnapa.org/ElectionResults/20141104/FinalCertifiedResults.htm,,
CA,Nevada,,98893,0.6,9.2,47.7,District Attorney,Clifford Newell,2007,2014,55.1,NP,C,M,,,,,,,,,,,,2018,http://www.mynevadacounty.com/nc/elections/Pages/Historical-Election-Results-2014.aspx,,
CA,Orange,,3145515,2.2,34.3,45.6,District Attorney,Tony Rackauckhaus,1998,2014,73.3,NP,H,M,,,,,,,,,,,,2018,http://www.smartvoter.org/2014/06/03/ca/or/race/4014/,,
CA,Placer,,371694,1.7,13.5,39,District Attorney,R. Scott Owens,2011,2014,U,NP,C,M,,,,,,,,,,,,2018,http://placerelections.com/past-elections.aspx#110414,,
CA,Plumas,,18606,1.2,8.4,40.1,District Attorney,David Hollister,2011,2014,98.7,NP,C,M,,,,,,,,,,,,2018,http://www.plumascounty.us/index.aspx?nid=147,,
CA,Riverside,,2329271,7,47.4,49.7,District Attorney,Michael Hestrin,2015,2014,55.3,NP,C,M,,,,,,,,,,,,2018,http://www.voteinfo.net/Elections/20140603/eresults/Election%20Result.htm,,
CA,Sacramento,,1482026,10.9,22.5,58.1,District Attorney,Marie Schubert,2015,2014,58,NP,C,F,,,,,,,,,,,,2018,http://sacresults.e-cers.com/resultsSW.aspx?type=CTY&map=MPRC&eid=1022,,
CA,San Benito,,58267,1.3,58.3,59.2,District Attorney,Candace Hooper Mancino,2006,2014,U,NP,C,F,,,,,,,,,,,,2018,http://sbcvote.us/june-3-2014-primary/,,
CA,San Bernardino,,2112619,8.5,51.7,52.5,District Attorney,Michael Ramos,2002,2014,61.8,NP,H,M,,,,,,,,,,,,2018,http://www.sbcounty.gov/rov/elections/results/20140603/default.html,,
CA,San Diego,,3263431,5.6,33.2,52.6,District Attorney,Bonnie Dumanis,2002,2014,54.8,NP,C,F,,,,,,,,,,,,2018,http://www.sandiegocounty.gov/voters/Eng/E2014.shtml,,
CA,San Francisco,,852469,5.8,15.3,83.5,District Attorney,George Gascon,2011,2015,U,NP,H,M,,,,,,,,,,,,2019,http://www.sfelections.org/results/20151103/,,
CA,San Joaquin,,715597,8.1,40.5,55.8,District Attorney,Tori Verber Salazar,2015,2014,78.9,NP,H,F,,,,,,,,,,,,2018,http://www.smartvoter.org/2014/06/03/ca/sj/county.html,,
CA,San Luis Obispo,,279083,2.2,22,48.8,District Attorney,Dan Dow,2014,2014,53.8,NP,C,M,,,,,,,,,,,,2018,http://www.slocounty.ca.gov/clerk/Elections/ElectionsInfo/Past_elections/060314PrimaryElection.htm,,
CA,San Mateo,,758581,3,25.3,72.1,District Attorney,Steven Wagstaffe,2011,2014,U,NP,C,M,,,,,,,,,,,,2018,https://www.shapethefuture.org/elections/results/2014/june/results.asp#c-200,,
CA,Santa Barbara,,440668,2.4,44.4,57.6,District Attorney,Joyce Dudley,2010,2014,U,NP,C,F,,,,,,,,,,,,2018,http://www.sbcvote.com/elect/resources/results06_2014/results-1.htm,,
CA,Santa Clara,,1894605,2.9,26.6,70.1,District Attorney,Jeff Rosen,2015,2014,U,NP,C,M,,,,,,,,,,,,2018,http://results.enr.clarityelections.com/CA/Santa_Clara/51635/135179/Web01/en/summary.html,,
CA,Santa Cruz,,271804,1.4,33.2,75.6,District Attorney,Jeffrey Rosell,2014,appt,,NP,C,M,,,,,,,,,,,,2018,,,http://www.santacruzsentinel.com/article/NE/20141118/NEWS/141119640
CA,Shasta,,179804,1.1,9.4,33.8,District Attorney,Stephen Carlton,2011,2014,U,NP,C,M,,,,,,,,,,,,2018,http://results.enr.clarityelections.com/CA/Shasta/51521/133660/en/summary.html,,
CA,Sierra,,3003,0.4,9.7,36.4,District Attorney,Lawrence Allen,2003,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.sierracounty.ca.gov/index.aspx?NID=218,,
CA,Siskiyou,,43628,1.4,11.9,40.4,District Attorney,Kirk Andrus,2005,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.co.siskiyou.ca.us/content/current-election-information,,
CA,Solano,,431131,14.8,25.6,63.5,District Attorney,Krishna Abrams,2014,2014,51.4,NP,C,F,,,,,,,,,,,,2018,http://solano.ca.electionconsole.com/election.php?x=38&y=28&conf[]=District+Attorney&e=2014+Primary,,
CA,Sonoma,,500292,1.9,26.1,71.1,District Attorney,Jill Ravitch,2011,2014,63.7,NP,C,F,,,,,,,,,,,,2018,http://vote.sonoma-county.org/content.aspx?sid=1009&id=3146,,
CA,Stanislaus,,531997,3.3,44.1,50,District Attorney,Birgit Fladager,2006,2014,70.9,NP,C,F,,,,,,,,,,,,2018,http://www.stanvote.com/past-results/06-03-2014-results.htm,,
CA,Sutter,,95847,2.5,29.9,39.3,District Attorney,Amanda Hopper,2014,2014,61.8,NP,C,F,,,,,,,,,,,,2018,http://www.co.sutter.ca.us/docs/elections/result28.htm,,
CA,Tehama,,63067,1,24.1,34.5,District Attorney,Greg Cohen,,2014,60.3,NP,C,M,,,,,,,,,,,,2018,http://www.co.tehama.ca.us/dep-elections,,
CA,Trinity,,13170,0.5,7.3,47.1,District Attorney,Eric Heryford,2015,2014,59.5,NP,C,M,,,,,,,,,,,,2018,http://www.trinitycounty.org/index.aspx?page=276#11/3/14,,
CA,Tulare,,458198,2.2,62.9,41.3,District Attorney,Tim Ward,2012,2014,55.7,NP,C,M,,,,,,,,,,,,2018,http://r.search.yahoo.com/_ylt=AwrTcdnSMJVWmWUAK3InnIlQ;_ylu=X3oDMTByYnR1Zmd1BGNvbG8DZ3ExBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1452646739/RO=10/RU=http%3a%2f%2ftularecounty.ca.gov%2fregistrarofvoters%2findex.cfm%2fregistrar-of-voters%2fcurrent-election-information%2fjune-3-2014-primary-election%2ffinal-official-results%2f/RK=0/RS=8b56TqZ1sYfk0qhWyoGqGRad34M-,,
CA,Tuolumne,,53831,2.1,11.5,40.5,District Attorney,Laura Krieg,2015,2014,U,NP,C,F,,,,,,,,,,,,2018,http://www.tuolumnecounty.ca.gov/elections,,
CA,Ventura,,846178,2.2,42,52.3,District Attorney,Gregory Totten,2002,2014,U,NP,C,M,,,,,,,,,,,,2018,http://results.enr.clarityelections.com/CA/Ventura/50935/134179/en/summary.html#,,
CA,Yolo,,207590,3,31.5,65.4,District Attorney,Jeff Reisig,2007,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.yoloelections.org/election-returns/archives/20140603/25,,
CA,Yuba,,73966,4,27.2,39.1,District Attorney,Patrick McGrath,,2014,U,NP,C,M,,,,,,,,,,,,2018,http://www.co.yuba.ca.us/departments/elections/results/2014JunPrimary/default.aspx,,
CO,10th District,Pueblo,161875,2.5,42.5,55.8,District Attorney,Jeff Chostner,2013,2012,U,D,C,M,running,,,,,,,,,,A,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,11th District,"Park, Chaffee, Fremont, Custer",85571,2.71,10.71,38.5,District Attorney,Thom LeDeux,,2012,U,R,C,M,retiring,Molly Chilson ,C,F,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,12th District,"Mineral, Rio Grande, Saguache, Alamosa, Costilla, Conejos",46511,1.22,46.57,58.3,District Attorney,David Mahonee,2009,2012,51.4,D,C,M,no,,,,Crista Newmyer-Olsen,C,F,,,,E,"term limited, defeated R former DA in 2012",http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,candidate filing http://www.sos.state.co.us/pubs/elections/vote/primaryCandidates.html
CO,13th District,"Morgan, Washington, Yuma, Kit Carson, Phillips, Sedgwick, Logan",80617,2.71,23.72,28.9,District Attorney,Brittny Lewton,2013,2012,U,R,C,F,running,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,candidate filing http://www.sos.state.co.us/pubs/elections/vote/primaryCandidates.html
CO,14th District,"Grand, Moffett, Routt",51339,0.55,9.12,45.4,District Attorney,Brett Barkey,,2012,U,R,C,M,running ,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,15th District,"Cheyenne, Kiowa, Prowers, Baca",18952,0.84,26.85,25.6,District Attorney,Jennifer Swanson,,2012,U,R,C,F,,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,16th District,"Crowley, Otero, Bent",29478,3.82,37.3,42.9,District Attorney,James Bullock,,2012,57.2,R,C,M,running,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,http://www.usobserver.com/archive/march-14/da-undersheriff-criminal-in-bed.htm
CO,17th District,"Adams, Broomfield",542856,3.44,35.73,56.3,District Attorney,Dave Young,,2012,U,D,C,M,running,Molly Jansen,C,F,Caryn Alysse Datz,C,F,,,,A,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,18th District,"Douglas, Arapahoe, Lincoln, Elbert",938969,7.69,15.25,46.6,District Attorney,George Brauchler,,2012,52.4,R,C,M,running,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,19th District,Weld,277670,1.4,28.8,42.3,District Attorney,Michael J Rourke,2014,appt,,R,C,M,running,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,Was involved in a police shooting non prosecution http://www.greeleytribune.com/news/19977732-113/weld-da-michael-rourke-announces-2016-campaign#
CO,1st District,"Jefferson, Gilpin",564354,1.31,15.11,51.5,District Attorney,Peter Weir,2013,2012,U,R,C,M,running,,,,Jacob Lilly ,C,M,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,20th District,Boulder,313333,1.1,13.8,69.7,District Attorney,Stan Garnett,2009,2012,U,D,C,M,running,,,,,,,,,,A,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,21st District,Mesa,148255,1,14.1,32.7,District Attorney,Daniel Rubinstein,2015,appt,,R,C,M,running,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,22nd District,"Dolores, Montezeuma",27750,0.49,11.69,40,District Attorney,Will Furse,,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,2nd District,Denver,663862,10.2,30.8,73.6,District Attorney,Mitchell Morrissey,2004,2012,U,D,C,M,termed out,,,,Michael Carrigan,C,M,Helen Morgan,C,F,T,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,ttp://www.coloradoindependent.com/153370/will-denvers-district-attorney-ever-throw-the-books-at-killer-cops)
CO,3rd District,"Las Animas, Huerfano",20514,1.55,39.95,51,District Attorney,Frank Ruybalid,2013,2012,U,D,C,M,No,,,,David Mahonee,C,M,,,,A,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,on probation for misconduct
CO,4th District,"El Paso, Teller",686908,6.79,15.96,38.2,District Attorney,Dan May,2009,2012,U,R,C,M,running ,,,,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,5th District,"Eagle, Summit, Lake, Clear Creek",98869,0.97,23.75,57.9,District Attorney,Bruce Brown,2013,2012,53.4,D,C,M,running ,,,,,,,,,,A,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,6th District,"La Plata, San Juan, Archuleta",66953,0.58,13.71,50.6,District Attorney,Todd Risberg,2009,2012,U,D,C,M,term limited,,,,Christian Champagne,C,M,,,,A,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,http://www.durangoherald.com/article/20150923/NEWS01/150929850/Champagne-makes-run-for-DA-official--
CO,7th District,"Delta, Gunnison, Montrose, San Miguel, Ouray, Hinsdale",99723,0.64,15.19,39.2,District Attorney,Dan Hotsenpiller,2011,2012,U,D,C,M,running,,,,,,,,,,,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,8th District,"Jackson, Larrimer",325518,1.1,11.1,51.4,District Attorney,Cliff Riedel,2013,2012,U,R,C,M,running,,C,M,,,,,,,E,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,
CO,9th District,"Garfield, Rio Blanco, Pitkin",81794,1.11,22.78,49.46,District Attorney,Sherry Caloia,2013,2012,50.3,D,C,F,running,Tony Hershey,C,M,,,,,,,N,2016,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,,http://www.postindependent.com/news/19909000-113/a-totally-serious-preview-of-2016
FL,10th Circuit,"Polk, Highlands, and Hardee",760343,14.75,20.29,44.66,State Attorney,Jerry Hill,1985,2012,U,R,C,M,not running,Brian Haas,C,M,,,,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,11th Circuit,Miami Dade,2662874,18.9,66.2,61.6,State Attorney,Katharine Fernandez Rundle,1993,2012,U,D,H,F,running,,,,,,,,,,E,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,
FL,12th Circuit,"Sarasota, Manatee, DeSoto",783720,7.3,12.82,44.67,State Attorney,Ed Brodsky,2013,2012,54.1,R,C,M,running,,,,,,,,,,N,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,
FL,13th Circuit,Hillsborough,1316298,17.5,26.5,52.8,State Attorney,Mark Ober,2001,2012,U,R,C,M,running,,,,Andrew Howard Warren,C,M,,,,M,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,http://www.tampabay.com/news/courts/democrat-announces-bid-for-hillsborough-state-attorney/2259883
FL,14th Circuit,"Bay, Calhoun, Gulf, Holmes, Jackson, and Washington",302363,14.41,5.15,27.86,State Attorney,Glenn Hess,,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/14/2012&DATAMODE=,,
FL,15th Circuit,Palm Beach,1397710,18.8,20.7,58.2,State Attorney,Dave Aronberg,2013,2012,57.7,D,C,M,running,,,,,,,,,,A,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,
FL,16th Circuit,Monroe,77136,6.6,22.4,49.7,State Attorney,Catherine Vogel,,2012,56.3,D,C,F,running,Jiulio Margalli,C,M,,,,,,,A,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,
FL,17th Circuit,Broward,1869235,28.9,27.5,67.2,State Attorney,Michael Satz,1976,2012,69.2,D,C,M,running,,,,Teresa Williams,C,F,,,,M,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,http://www.browardbeat.com/veteran-brow-prosecutor-mike-satzs-nightmare/ see also Stephanie Moon (AAF) considering running ( http://www.scmoonlaw.com/business_litigation_attorney/))
FL,18th Circuit,"Brevard, Seminole",999401,11.36,13.68,43.1,State Attorney,Phil Archer,2013,2012,57.9,R,C,M,running,,,,,,,,,,N,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,
FL,19th Circuit,"Indian River, Martin, Okeechobee, and Saint Lucie",628324,13.46,15.62,44.92,State Attorney,Bruce Colton,1985,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,1st Circuit,"Escambia, Santa Rosa, Okaloosa, Walton",732123,14.35,6.29,30.42,State Attorney,William Eddins,2005,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,20th Circuit,"Charlotte, Collier, Glades, Hendry, and Lee",1248904,8.36,20.83,39.72,State Attorney,Stephen Russell,2003,2014,U,R,C,M,,,,,,,,,,,N,2018,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,2nd Circuit,"Leon, Franklin, Gadsden, Jefferson, Liberty, and Wakulla",395926,32.43,6.34,58.7,State Attorney,William Meggs,,2012,51.3,D,C,M,not running,Pete Williams,C,M,Jack Campbell,C,M,,,,M,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,Sean Desmond seeking AA vote: https://www.facebook.com/VoteSeanDesmond,
FL,3rd Circuit,"Columbia, Dixie, Hamilton, Lafayette, Madison, Suwannee, and Taylor",169187,19.65,6.95,31.73,State Attorney,Jeff Siegmeister,,2012,56.2,R,C,M,running,,,,,,,,,,N,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,,
FL,4th Circuit,"Duval, Clay and Nassau",1174115,25.29,8.39,42.43,State Attorney,Angela Corey,2008,2012,U,R,C,F,running,Wesley Forrest White,C,M,,,,,,,A,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,http://jacksonville.com/news/crime/2015-06-02/story/angela-corey-kicks-re-election-campaign-third-term-jacksonville-area,Botched Zimmerman trial in Trayvon Martin case: http://www.theroot.com/articles/politics/2016/01/race_watch_2016_she_botched_the_george_zimmerman_trial_but_will_angela_corey.html
FL,5th Circuit,"Citrus, Hernando, Lake, Marion, and Sumter",1084439,9.41,10.88,40.44,State Attorney,Brad King,1989,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,6th Circuit,Pinellas and Pasco,1423429,9.09,10.37,50.23,State Attorney,Bernie McCabe,1993,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,7th Circuit,"Flagler, Putnam, St. Johns, Volusia",900001,10.28,10.24,42.85,State Attorney,R.J. Larizza,,2012,U,R,C,M,running,Doug Williams,C,M,,,,,,,N,2016,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/14/2012&DATAMODE=,,
FL,8th Circuit ,"Alachua, Baker, Bradford, Gilchrist, Levy, Union",381975,18.2,7.83,48.37,State Attorney,Bill Cervone,2001,2012,U,R,C,M,running,,,,,,,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,
FL,9th Circuit,Orange and Osceloa,1563212,20.45,33.27,59.3,State Attorney,Jeffrey Ashton,2013,2012,U,D,C,M,running,,,,Aramis Donell Ayama ,AA,F,,,,N,2016,http://dos.elections.myflorida.com/candidates/canlist.asp,,defeated six term incumbent in D primary
GA,Alapaha,"Atkinson, Berrien, Clinch, Cook, Lanier",61341,20.58,7.84,30.1,District Attorney,"Richard ""Dick"" Perryman",,2012,U,R,C,M,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,https://www.facebook.com/Dick-Perryman-for-Alapaha-Judicial-Circuit-District-Attorney-204984272927823/info/?tab=page_info
GA,Alcovy,"Newton, Walton",191290,31.09,4.44,37.4,District Attorney,Layla Zon,2010,2012,U,R,C,F,running,,,,,,,,,,A,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Appalachian,"Fannin, Gilmer, Pickens",82579,1.16,5.51,17.1,District Attorney,B. Alison Sosebee,,2012,U,R,C,F,running,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Atlantic,"Bryan, Evans, Liberty, Long, McIntosh, Tattnall",141329,31.53,9.65,45.3,District Attorney,Tom Durden,1999,2014,U,D,C,M,,,,,,,,,,,A,2018,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Augusta,"Burke, Columbia, Richmond",363334,40.26,5.11,52,District Attorney,Ashley Wright,,2012,54.9,R,C,F,,,,,,,,,,,A,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Bell-Forsyth,Forsyth,204302,3.5,9.7,17.8,District Attorney,Penny Penn,,2012,U,R,C,F,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Blue Ridge ,Cherokee,230985,6.6,10.1,20.2,District Attorney,Shannon Wallace,,2012,U,R,C,F,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Brunswick,"Appling, Camden, Glynn, Jeff Davis, Wayne",197550,22.32,7.01,32,District Attorney,Jackie Johnson,2010,2012,U,R,C,F,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Chattahoochee,"Chattahoochee, Harris, Marion, Muscogee, Talbot, Taylor",269229,40.88,7.03,54.7,District Attorney,Julia Fessenden  Slater ,,2012,57.19,D,C,F,,,,,,,,,,,A,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Cherokee,"Bartow, Gordon",157783,8.59,10.56,22.4,District Attorney,Rosemary Greene,,2012,U,R,C,F,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Clayton,Clayton,267542,68.3,13.1,84.8,District Attorney,Tracy Graham Lawson,,2012,U,D,C,F,,,,,Jason Green ,AA,M,,,,E,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Cobb,Cobb,730981,27.3,12.7,42.9,District Attorney,D. Victor Reynolds,,2012,U,R,C,M,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Conasauga,"Murray, Whitfield",142952,3.57,27.98,25.7,District Attorney,Bert Poston,2012,2012,U,R,C,M,,,,,,,,,,,N,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Cordele,"Ben Hill, Crisp, Dooly, Wilcox",63433,41.81,5.1,43.8,District Attorney,Denise Fachini,,2014,U,R,C,F,,,,,,,,,,,A,2018,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Coweta,"Carroll, Coweta, Heard, Meriwether, Troup",351934,22.84,5.63,32.1,District Attorney,Peter Skandalakis,,2012,U,R,C,M,running,,,,,,,,,,A,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Dougherty,Dougherty,92407,68.4,2.6,69.3,District Attorney,Greg Edwards,2009,2012,U,D,AA,M,,,,,,,,,,,A,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Douglas,Douglas,138776,43.5,8.9,51.5,District Attorney,Brian Fortner,,2014,50.6,R,C,M,,,,,,,,,,,E,2018,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Dublin,"Johnson, Laurens, Treutlen, Twiggs",72650,36.21,2.13,40.1,District Attorney,Craig Fraser,,2012,U,D,C,M,,,,,,,,,,,A,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Eastern ,Chatham,283379,40.1,6,55.5,District Attorney,"Margaret ""Meg"" D. Heap",,2012,56.2,R,C,F,,,,,,,,,,,E,2016,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
GA,Enotah,"Lumpkin, Towns, Union. White",92228,1.73,3.59,18.2,District Attorney,Jeff Langley,2011,2014,U,R,C,M,,,,,,,,,,,N,2018,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,,
