,fips_code,county_name,district,state,GEO_display-label,id,first_name,last_name,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,first_year_elected,last_year_elected,percent_vote,next_election,wa,ba,ia,aa,na,hispanic,tot_tom,tot_persons_color,total_pop,perc_persons_color,majority-minority
25,01047,Dallas,AL - 4th Circuit,AL,"Dallas County, Alabama",4291,Michael,Jackson,Male,Black or African American,10,Yes,Yes,No,Yes,2010,2010,,2016,11668.0,28511.0,79.0,171.0,11.0,371.0,320.0,29463.0,41131,0.716321023073,minority
34,01065,Hale,AL - 4th Circuit,AL,"Hale County, Alabama",4291,Michael,Jackson,Male,Black or African American,10,Yes,Yes,No,Yes,2010,2010,,2016,6082.0,8652.0,26.0,36.0,1.0,170.0,101.0,8986.0,15068,0.596363153703,minority
54,01105,Perry,AL - 4th Circuit,AL,"Perry County, Alabama",4291,Michael,Jackson,Male,Black or African American,10,Yes,Yes,No,Yes,2010,2010,,2016,2936.0,6454.0,20.0,49.0,5.0,131.0,57.0,6716.0,9652,0.695814338997,minority
67,01131,Wilcox,AL - 4th Circuit,AL,"Wilcox County, Alabama",4291,Michael,Jackson,Male,Black or African American,10,Yes,Yes,No,Yes,2010,2010,,2016,3085.0,7759.0,23.0,14.0,2.0,106.0,70.0,7974.0,11059,0.721041685505,minority
81,04023,Santa Cruz,AZ - Santa Cruz,AZ,"Santa Cruz County, Arizona",4370,George,Silva,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,7238.0,206.0,154.0,249.0,9.0,38222.0,383.0,39223.0,46461,0.844213426315,minority
171,06025,Imperial,CA - Imperial,CA,"Imperial County, California",4413,Gilbert,Otero,Male,Hispanic or Latino,19,Yes,Not Sure,No,,1994,2014,,2018,21480.0,4579.0,1512.0,2481.0,110.0,146913.0,3116.0,158711.0,180191,0.880793158371,minority
174,06031,Kings,CA - Kings,CA,"Kings County, California",4416,Keith,Fagundes,Male,Hispanic or Latino,19,Yes,Not Sure,No,,2015,2014,,2018,50101.0,9266.0,1327.0,5846.0,288.0,78675.0,5462.0,100864.0,150965,0.668128374126,minority
177,06037,Los Angeles,CA - Los Angeles,CA,"Los Angeles County, California",4419,Jackie,Lacey,Female,Black or African American,19,Yes,Yes,No,U,2012,2012,,2016,2707415.0,824160.0,19957.0,1462534.0,24132.0,4830413.0,301681.0,7462877.0,10170292,0.733791812467,minority
188,06059,Orange,CA - Orange,CA,"Orange County, California",4430,Tony,Rackauckas,Male,Two or more races,19,Yes,Not Sure,No,,1998,2014,,2018,1312967.0,51315.0,6495.0,621864.0,9115.0,1062710.0,105310.0,1856809.0,3169776,0.585785557087,minority
194,06071,San Bernardino,CA - San Bernardino,CA,"San Bernardino County, California",4436,Michael,Ramos,Male,Hispanic or Latino,19,Yes,Not Sure,No,,2002,2014,,2018,637558.0,175578.0,8462.0,144159.0,6313.0,1082756.0,73307.0,1490575.0,2128133,0.700414400792,minority
196,06075,San Francisco,CA - San Francisco,CA,"San Francisco County, California",4438,George,Gascon,Male,Hispanic or Latino,19,Yes,Not Sure,No,,2011,2015,,2019,354292.0,44467.0,1868.0,299937.0,3362.0,124536.0,36354.0,510524.0,864816,0.59032672846,minority
197,06077,San Joaquin,CA - San Joaquin,CA,"San Joaquin County, California",4439,Tori Verber,Salazar,Female,Hispanic or Latino,19,Yes,Not Sure,No,,2015,2014,,2018,242414.0,50919.0,3277.0,105927.0,3849.0,281812.0,37908.0,483692.0,726106,0.666145163378,minority
323,12086,Miami-Dade,FL - 11th Circuit,FL,"Miami-Dade County, Florida",4515,Katharine,Rundle,Female,Hispanic or Latino,10,Yes,Yes,No,U,1993,2012,,2016,386499.0,441520.0,2427.0,42220.0,633.0,1787073.0,32745.0,2306618.0,2693117,0.856486368769,minority
391,13089,DeKalb,GA - Stone Mountain,GA,"DeKalb County, Georgia",4581,Robert,James,Male,Black or African American,10,Yes,Yes,No,No,2010,2012,,2016,218241.0,392622.0,1343.0,45165.0,267.0,61892.0,15341.0,516630.0,734871,0.703021346604,minority
394,13095,Dougherty,GA - Dougherty,GA,"Dougherty County, Georgia",4545,Greg,Edwards,Male,Black or African American,10,Yes,Yes,No,U,2009,2012,,2016,24614.0,62190.0,180.0,819.0,49.0,2369.0,1111.0,66718.0,91332,0.730499715324,minority
407,13121,Fulton,GA - Fulton,GA,"Fulton County, Georgia",4555,Paul,Howard,Male,Black or African American,10,Yes,Not Sure,No,,,2012,,2016,407385.0,438072.0,1681.0,69255.0,307.0,73280.0,20582.0,603177.0,1010562,0.596872829178,minority
509,15003,Honolulu,HI - Honolulu,HI,"Honolulu County, Hawaii",4592,Keith,Kaneshiro,Male,Asian American or Pacific Islander,19,Yes,Yes,No,,2012,2012,,2016,194737.0,30411.0,2228.0,409456.0,86652.0,59850.0,215380.0,803977.0,998714,0.805012245748,minority
510,15003,Honolulu,HI - Honolulu,HI,"Honolulu County, Hawaii",4592,Keith,Kaneshiro,Male,Asian American or Pacific Islander,19,Yes,Yes,No,,2012,2012,,2016,194737.0,30411.0,2228.0,409456.0,86652.0,59850.0,215380.0,803977.0,998714,0.805012245748,minority
572,17031,Cook,IL - Cook,IL,"Cook County, Illinois",4670,Anita,Alvarez,Female,Hispanic or Latino,10,Yes,Yes,No,No,2008,2012,,2016,2233651.0,1226089.0,6392.0,378722.0,1096.0,1294856.0,97410.0,3004565.0,5238216,0.573585548973,minority
1085,22017,Caddo,LA - 1st District,LA,"Caddo Parish, Louisiana",5180,James,Stewart,Male,Black or African American,10,Yes,Not Sure,No,,2015,2015,,2020,115685.0,120893.0,971.0,3155.0,141.0,6806.0,3809.0,135775.0,251460,0.539946711207,minority
1124,22095,St. John the Baptist,LA - 40th District,LA,"St. John the Baptist Parish, Louisiana",5219,Bridget,Dinvaut,Female,Black or African American,10,Yes,Not Sure,No,,2014,2014,,2020,16120.0,23989.0,124.0,314.0,146.0,2396.0,537.0,27506.0,43626,0.630495576033,minority
1164,24017,Charles,MD - Charles,MD,"Charles County, Maryland",5238,Anthony,Covington,Male,Black or African American,10,Yes,Not Sure,No,,2011,2014,,2018,67495.0,68535.0,959.0,5096.0,145.0,7934.0,5954.0,88623.0,156118,0.567666764883,minority
1172,24033,Prince George's,MD - Prince George's,MD,"Prince George's County, Maryland",5246,Angela,Alsobrooks,Female,Black or African American,10,Yes,Not Sure,No,,,2014,,2018,126744.0,565244.0,2208.0,40874.0,421.0,150184.0,23860.0,782791.0,909535,0.860649672635,minority
1180,24510,Baltimore City,MD - Baltimore City,MD,"Baltimore city, Maryland",5232,Marilyn,Mosby,Female,Black or African American,10,Yes,Not Sure,No,,,2014,,2018,175723.0,386127.0,1782.0,16939.0,255.0,28220.0,12803.0,446126.0,621849,0.717418537298,minority
1277,26163,Wayne,MI - Wayne,MI,"Wayne County, Michigan",5348,Kym,Worthy,Female,Black or African American,10,Yes,Yes,No,U,2004,2012,,2016,878961.0,679755.0,5870.0,55318.0,230.0,97052.0,42149.0,880374.0,1759335,0.500401572185,minority
1324,27087,Mahnomen,MN - Mahnomen,MN,"Mahnomen County, Minnesota",5393,Darlene Rivera,Spalla,Female,Hispanic or Latino,19,Yes,Not Sure,No,,,2014,,2018,2566.0,23.0,2191.0,9.0,2.0,174.0,492.0,2891.0,5457,0.529778266447,minority
1373,28011,Bolivar,MS - District 11,MS,"Bolivar County, Mississippi",5447,Brenda,Mitchell,Female,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,10869.0,21195.0,51.0,251.0,13.0,712.0,231.0,22453.0,33322,0.673819098493,minority
1378,28021,Claiborne,MS - District 22,MS,"Claiborne County, Mississippi",5458,Alexander,Martin,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,1211.0,7671.0,9.0,66.0,4.0,113.0,76.0,7939.0,9150,0.867650273224,minority
1380,28025,Clay,MS - District 16,MS,"Clay County, Mississippi",5452,Scott,Colom,Male,Black or African American,10,Yes,Not Sure,No,,2016,2015,,2019,7930.0,11669.0,31.0,46.0,3.0,228.0,141.0,12118.0,20048,0.604449321628,minority
1381,28027,Coahoma,MS - District 11,MS,"Coahoma County, Mississippi",5447,Brenda,Mitchell,Female,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,5460.0,18468.0,29.0,136.0,4.0,339.0,184.0,19160.0,24620,0.778229082047,minority
1382,28029,Copiah,MS - District 22,MS,"Copiah County, Mississippi",5458,Alexander,Martin,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,12856.0,14651.0,54.0,107.0,6.0,801.0,298.0,15917.0,28773,0.553192228826,minority
1392,28049,Hinds,MS - District 7,MS,"Hinds County, Mississippi",5443,Robert Shuler,Smith,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,62587.0,171821.0,268.0,2115.0,30.0,3794.0,2276.0,180304.0,242891,0.742324746491,minority
1393,28051,Holmes,MS - District 21,MS,"Holmes County, Mississippi",5457,Akillie Malone,Oliver,Female,Black or African American,10,Yes,Not Sure,No,,2011,2015,,2019,2990.0,14938.0,22.0,92.0,1.0,174.0,123.0,15350.0,18340,0.836968375136,minority
1394,28053,Humphreys,MS - District 21,MS,"Humphreys County, Mississippi",5457,Akillie Malone,Oliver,Female,Black or African American,10,Yes,Not Sure,No,,2011,2015,,2019,1884.0,6421.0,10.0,28.0,0.0,217.0,109.0,6785.0,8669,0.78267389549,minority
1399,28063,Jefferson,MS - District 22,MS,"Jefferson County, Mississippi",5458,Alexander,Martin,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,1069.0,6340.0,16.0,6.0,1.0,38.0,37.0,6438.0,7507,0.857599573731,minority
1409,28083,Leflore,MS - District 4,MS,"Leflore County, Mississippi",5440,W. Dewayne,Richardson,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,7268.0,22468.0,33.0,221.0,2.0,767.0,240.0,23731.0,30999,0.765540823898,minority
1419,28103,Noxubee,MS - District 16,MS,"Noxubee County, Mississippi",5452,Scott,Colom,Male,Black or African American,10,Yes,Not Sure,No,,2016,2015,,2019,2891.0,7861.0,24.0,26.0,2.0,143.0,96.0,8152.0,11043,0.738205197863,minority
1427,28119,Quitman,MS - District 11,MS,"Quitman County, Mississippi",5447,Brenda,Mitchell,Female,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,2080.0,5185.0,15.0,20.0,3.0,81.0,102.0,5406.0,7486,0.722148009618,minority
1434,28133,Sunflower,MS - District 4,MS,"Sunflower County, Mississippi",5440,W. Dewayne,Richardson,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,6699.0,19572.0,49.0,100.0,12.0,421.0,152.0,20306.0,27005,0.751934826884,minority
1439,28143,Tunica,MS - District 11,MS,"Tunica County, Mississippi",5447,Brenda,Mitchell,Female,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,2092.0,7784.0,19.0,94.0,4.0,245.0,105.0,8251.0,10343,0.797737600309,minority
1443,28151,Washington,MS - District 4,MS,"Washington County, Mississippi",5440,W. Dewayne,Richardson,Male,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,12589.0,34147.0,63.0,346.0,9.0,655.0,321.0,35541.0,48130,0.738437564928,minority
1449,28163,Yazoo,MS - District 21,MS,"Yazoo County, Mississippi",5457,Akillie Malone,Oliver,Female,Black or African American,10,Yes,Not Sure,No,,2011,2015,,2019,9884.0,15546.0,63.0,148.0,4.0,1466.0,276.0,17503.0,27387,0.639098842517,minority
1746,35006,Cibola,NM - District 13,NM,"Cibola County, New Mexico",5778,Lemuel,Martinez,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,5598.0,306.0,10560.0,151.0,21.0,10094.0,599.0,21731.0,27329,0.795162647737,minority
1747,35007,Colfax,NM - District 8,NM,"Colfax County, New Mexico",5770,Donald,Gallegos,Male,Hispanic or Latino,10,Yes,Yes,No,Yes,,2012,,2016,5817.0,69.0,143.0,65.0,11.0,6038.0,271.0,6597.0,12414,0.531416143064,minority
1752,35017,Grant,NM - District 6,NM,"Grant County, New Mexico",5768,Francesca,Martinez-Estevez,Female,Hispanic or Latino,10,Yes,Yes,No,Yes,,2012,,2016,13336.0,232.0,253.0,194.0,34.0,13953.0,607.0,15273.0,28609,0.533852983327,minority
1753,35019,Guadalupe,NM - District 4,NM,"Guadalupe County, New Mexico",5766,Richard D.,Flores,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,709.0,72.0,57.0,40.0,0.0,3417.0,76.0,3662.0,4371,0.837794555022,minority
1755,35023,Hidalgo,NM - District 6,NM,"Hidalgo County, New Mexico",5768,Francesca,Martinez-Estevez,Female,Hispanic or Latino,10,Yes,Yes,No,Yes,,2012,,2016,1772.0,39.0,20.0,25.0,2.0,2506.0,59.0,2651.0,4423,0.599366945512,minority
1759,35029,Luna,NM - District 6,NM,"Luna County, New Mexico",5768,Francesca,Martinez-Estevez,Female,Hispanic or Latino,10,Yes,Yes,No,Yes,,2012,,2016,7692.0,219.0,180.0,154.0,6.0,15878.0,389.0,16826.0,24518,0.686271310874,minority
1761,35033,Mora,NM - District 4,NM,"Mora County, New Mexico",5766,Richard D.,Flores,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,828.0,17.0,24.0,13.0,1.0,3637.0,76.0,3768.0,4596,0.819843342037,minority
1762,35035,Otero,NM - District 12,NM,"Otero County, New Mexico",5776,David,Ceballes,Male,Hispanic or Latino,26,Yes,Yes,Yes,No,2016,,,2016,32070.0,2247.0,3781.0,846.0,137.0,23523.0,1758.0,32292.0,64362,0.501724620117,minority
1766,35043,Sandoval,NM - District 13,NM,"Sandoval County, New Mexico",5778,Lemuel,Martinez,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,62427.0,2818.0,16969.0,1931.0,149.0,51146.0,3954.0,76967.0,139394,0.55215432515,minority
1768,35047,San Miguel,NM - District 4,NM,"San Miguel County, New Mexico",5766,Richard D.,Flores,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,5159.0,420.0,281.0,277.0,23.0,21271.0,536.0,22808.0,27967,0.815532591983,minority
1772,35055,Taos,NM - District 8,NM,"Taos County, New Mexico",5770,Donald,Gallegos,Male,Hispanic or Latino,10,Yes,Yes,No,Yes,,2012,,2016,11852.0,153.0,1777.0,252.0,10.0,18030.0,833.0,21055.0,32907,0.639833470082,minority
1775,35061,Valencia,NM - District 13,NM,"Valencia County, New Mexico",5778,Lemuel,Martinez,Male,Hispanic or Latino,10,Yes,Yes,No,U,,2012,,2016,25573.0,810.0,2709.0,421.0,45.0,44480.0,1699.0,50164.0,75737,0.662344692819,minority
1778,36005,Bronx,NY - Bronx,NY,"Bronx County, New York",5781,Darcel,Clark,Female,Black or African American,10,Yes,Not Sure,No,,2016,2015,,2019,146572.0,429792.0,3938.0,58030.0,739.0,766549.0,49824.0,1308872.0,1455444,0.899293961155,minority
1799,36047,Kings (Brooklyn),NY - Kings (Brooklyn),NY,"Kings County, New York",6305,Kenneth,Thompson,Male,Black or African American,10,Yes,Not Sure,No,,2014,2013,,2017,945482.0,805896.0,4951.0,322242.0,892.0,493339.0,63933.0,1691253.0,2636735,0.641419406956,minority
